Gasage (yr BP),CO2 (ppmv),sigma mean CO2 (ppmv)
-51.02999999999997,368.02248790241714,0.0604422311881926
-48.0,361.78073658846415,0.37
-46.27927212999998,359.6477931830841,0.0980001330563057
-44.40564212000004,357.10673969933646,0.1599229747705824
-43.07999999999993,353.94668533391206,0.0430071030671854
-42.313517060000095,353.72423581425323,0.2210926075821943
-41.13481671,352.41630841973364,0.1022471791056515
-39.97139973000003,350.8086522409729,0.1618703262528373
-39.407967809999946,349.8002703595191,0.1352232651979597
-38.96633494000002,349.27841464963046,0.1261487222797995
-38.06951193000009,347.59740561133145,0.4031964736043833
-37.20859160000009,345.44120600376243,0.0323644026072777
-36.6160162000001,344.71776861346984,0.0938794558502731
-36.14322833999995,343.9736767615952,0.0605203788287628
-35.76218001999996,343.1107520502481,0.1437061293147669
-34.916752950000046,342.0519764062061,0.4616805817204494
-33.07684986999993,341.3292967441024,0.097452039589266
-33.02591865999989,339.4604885213476,0.3019419466319628
-29.14258988000006,334.84855553252345,0.3749721983570837
-26.796750369999927,335.5469534579232,0.6340970031591255
-26.67036968000002,332.3689555204767,1.2670729590719434
-25.570921230000067,332.3656863259178,0.0394006469041384
-24.133413320000045,331.54980566810485,0.6341096077098353
-22.088334380000106,328.4158880123276,0.6341029732809323
-22.041017810000085,330.3504422217994,2.2143920320771286
-20.872681979999925,326.3093257445175,1.3421433574187778
-20.65630200999999,326.6491948420144,1.1616820462425592
-20.637150239999983,324.9059936630005,0.1755276497367069
-20.22168347999991,324.5570616692709,0.6340878698843293
-19.42321801999992,324.70605757685405,0.6340788835955808
-18.98437082999999,325.07717594979096,0.6340901325992147
-18.813869489999888,324.08551736938495,0.6340723741433282
-18.53874855999993,320.38065078205506,1.161646626068965
-16.78904407999994,320.4923553617883,1.161661606592592
-16.54523532999997,322.1747797142201,1.342134959310778
-15.866011569999957,320.98156635342656,1.742192460570347
-15.297878110000056,319.1950596158425,0.950534086230876
-15.226349230000096,319.8929363220089,0.6340673091157356
-13.56449558999998,319.12347301713646,0.9414084379614795
-13.200018279999997,319.06606441856763,0.6340641844304099
-12.6152798600001,318.61106261456985,0.8978636498143594
-12.54209154,317.4481354802273,0.6340573456508688
-12.395341090000102,319.1381732232432,0.6340644686271447
-12.321916399999964,317.5216280215933,0.6340576539777507
-11.71589999999992,316.59261011941027,0.6354905315601179
-10.568661719999907,318.20658038167187,1.72306399989313
-10.31404479999992,313.0933880516286,1.8125207605745384
-9.092695849999927,311.98389241638387,1.8125192068450535
-8.56297111999993,316.3340200101121,0.9414004868608352
-8.102785849999918,316.1014028920352,1.7230606961916066
-7.872424290000026,314.57216625352925,0.4109025756600084
-7.257538840000052,315.2703546298443,1.1616551462109328
-7.203373640000109,316.3253801823537,0.1269429754774378
-7.103747099999964,314.4370577968855,0.7862770621623857
-6.157200000000103,315.342073915026,0.6354715422654317
-4.795964650000087,314.7139613439055,2.214638063555554
-3.791544359999989,313.1710570119369,0.634039485403577
-3.71393736999994,312.8003637775662,0.6340379489030816
-3.5585613600001125,312.22274083278216,1.4243345489180328
-2.3839181700000154,312.1844627182946,0.4108872849421976
-0.2509000000000014,312.0017776102837,0.6354211479753883
0.3315282599999136,313.6602846482332,2.21463680836238
1.225945319999937,309.6939936066409,0.4108714596531573
2.293513099999928,311.57094999761165,2.2146343319343007
3.3366031699999894,310.36290017732523,0.634027909426397
3.373139959999889,312.8663621464335,2.214635865625694
4.38416084000005,312.5596867804179,2.2146355017928885
4.442779830000063,311.9671347125998,2.082558942026396
4.6126112699998885,311.8114965345337,3.1236747780021643
5.037190190000047,310.440204448011,2.564594558034493
5.23567707999996,311.2775834649954,0.4108815077188695
5.490957340000023,310.224309572614,0.6340273214805324
6.426352059999999,312.36164019507424,2.214635267170318
7.792658919999894,311.878053578341,2.768216484789498
7.964587149999943,312.8437329659678,2.5645970119051587
8.22030175000009,312.393938618938,2.214635305646748
9.160584629999905,311.80226771747726,2.214634605293885
9.245991239999968,307.7386635857962,1.161638187528912
10.030999999999947,309.80091502114107,0.6353882419620955
10.408172680000009,310.9510867188181,0.6340303293204513
10.77751491999993,311.21179432912515,0.6340313851523534
11.03227736000008,310.4566675193962,2.1689332920301743
11.838400000000092,308.47982780846024,0.6353686009026864
11.870147509999924,311.94102882822733,1.3421143195864766
12.132119869999997,311.52050972739016,2.21463427376126
12.233306950000042,312.3293254879136,0.1345655909634221
13.13678570000002,307.4076931745866,1.1616374521489643
14.12664190999999,309.3446868650601,2.8704087232296542
14.290543329999991,307.25859856593024,1.16163712048601
14.94369888999995,306.3197983876916,1.1616350386215593
16.123575399999936,309.6306260790445,0.6340249031228801
16.40695077999999,307.0755443187391,2.5645910826371363
17.219075570000086,305.94402817135216,1.1616342071053372
17.462700710000036,308.27919921307927,2.214630463891003
17.70639580000011,308.25556223436706,0.6340192586104747
19.17030616000011,305.7409186942765,1.4519014261034418
20.613674270000047,305.3808267142061,0.0689463373624849
